title,platform,score,releaseDate,link
"Samurai Warriors: Xtreme Legends","ps2",72,"2004-11-09","https://www.metacritic.com/game/playstation-2/samurai-warriors-xtreme-legends"
"Sanctum 2","xbox360",77,"2013-05-15","https://www.metacritic.com/game/xbox-360/sanctum-2"
"Savage Moon","ps3",73,"2009-01-29","https://www.metacritic.com/game/playstation-3/savage-moon"
"SBK-09 Superbike World Championship","ps3",71,"2010-06-18","https://www.metacritic.com/game/playstation-3/sbk-09-superbike-world-championship"
"Scaler","ps2",70,"2004-10-21","https://www.metacritic.com/game/playstation-2/scaler"
"Scaler","xbox",69,"2004-10-20","https://www.metacritic.com/game/xbox/scaler"
"Scarface: The World Is Yours","ps2",75,"2006-10-08","https://www.metacritic.com/game/playstation-2/scarface-the-world-is-yours"
"Scarface: The World Is Yours","wii",71,"2007-06-12","https://www.metacritic.com/game/wii/scarface-the-world-is-yours"
"Scarface: The World Is Yours","xbox",76,"2006-10-08","https://www.metacritic.com/game/xbox/scarface-the-world-is-yours"
"Scooby-Doo! Night of 100 Frights","ps2",69,"2002-05-20","https://www.metacritic.com/game/playstation-2/scooby-doo!-night-of-100-frights"
"Scott Pilgrim vs. the World: The Game","ps3",77,"2010-08-10","https://www.metacritic.com/game/playstation-3/scott-pilgrim-vs-the-world-the-game"
"Scram Kitty and His Buddy on Rails","wiiu",79,"2014-05-15","https://www.metacritic.com/game/wii-u/scram-kitty-and-his-buddy-on-rails"
"Scrapland","xbox",73,"2005-02-28","https://www.metacritic.com/game/xbox/scrapland"
"Scribblenauts Unlimited","wiiu",73,"2012-11-13","https://www.metacritic.com/game/wii-u/scribblenauts-unlimited"
"Scribblenauts Unmasked: A DC Comics Adventure","wiiu",71,"2013-09-24","https://www.metacritic.com/game/wii-u/scribblenauts-unmasked-a-dc-comics-adventure"
"Second Sight","ps2",76,"2004-09-21","https://www.metacritic.com/game/playstation-2/second-sight"
"Second Sight","xbox",75,"2004-09-21","https://www.metacritic.com/game/xbox/second-sight"
"Secret Weapons Over Normandy","xbox",77,"2003-11-18","https://www.metacritic.com/game/xbox/secret-weapons-over-normandy"
"Section 8","ps3",72,"2010-03-25","https://www.metacritic.com/game/playstation-3/section-8"
"Section 8: Prejudice","ps3",70,"2011-07-26","https://www.metacritic.com/game/playstation-3/section-8-prejudice"
"Sega Bass Fishing Duel","ps2",68,"2002-09-23","https://www.metacritic.com/game/playstation-2/sega-bass-fishing-duel"
"Sega GT 2002","xbox",82,"2002-09-02","https://www.metacritic.com/game/xbox/sega-gt-2002"
"Sega GT Online","xbox",72,"2004-01-27","https://www.metacritic.com/game/xbox/sega-gt-online"
"Sega Rally Revo","ps3",75,"2007-10-09","https://www.metacritic.com/game/playstation-3/sega-rally-revo"
"Sega Rally Revo","xbox360",77,"2007-10-09","https://www.metacritic.com/game/xbox-360/sega-rally-revo"
"Sega Soccer Slam","xbox",80,"2002-08-22","https://www.metacritic.com/game/xbox/sega-soccer-slam"
"Sega SuperStars","ps2",72,"2004-11-03","https://www.metacritic.com/game/playstation-2/sega-superstars"
"Sega Superstars Tennis","ps2",70,"2008-03-18","https://www.metacritic.com/game/playstation-2/sega-superstars-tennis"
"Sega Superstars Tennis","wii",71,"2008-03-18","https://www.metacritic.com/game/wii/sega-superstars-tennis"
"Sensible World of Soccer","xbox360",81,"2007-12-19","https://www.metacritic.com/game/xbox-360/sensible-world-of-soccer"
"Serious Sam","xbox",75,"2002-11-10","https://www.metacritic.com/game/xbox/serious-sam"
"Serious Sam II","xbox",72,"2005-10-11","https://www.metacritic.com/game/xbox/serious-sam-ii"
"Sesame Street: Once Upon a Monster","xbox360",79,"2011-10-11","https://www.metacritic.com/game/xbox-360/sesame-street-once-upon-a-monster"
"Severed","wiiu",83,"2016-09-22","https://www.metacritic.com/game/wii-u/severed"
"Shadow Complex","xbox360",88,"2009-08-19","https://www.metacritic.com/game/xbox-360/shadow-complex"
"Shadow Hearts","ps2",73,"2001-12-11","https://www.metacritic.com/game/playstation-2/shadow-hearts"
"Shadow Hearts: From the New World","ps2",76,"2006-03-07","https://www.metacritic.com/game/playstation-2/shadow-hearts-from-the-new-world"
"Shadow of Destiny","ps2",78,"2001-03-05","https://www.metacritic.com/game/playstation-2/shadow-of-destiny"
"Shadow of Rome","ps2",75,"2005-02-08","https://www.metacritic.com/game/playstation-2/shadow-of-rome"
"Shadow Puppeteer","wiiu",57,"2016-01-28","https://www.metacritic.com/game/wii-u/shadow-puppeteer"
"Shadows of the Damned","ps3",77,"2011-06-21","https://www.metacritic.com/game/playstation-3/shadows-of-the-damned"
"Shank","ps3",75,"2010-08-24","https://www.metacritic.com/game/playstation-3/shank"
"Shank 2","ps3",77,"2012-02-07","https://www.metacritic.com/game/playstation-3/shank-2"
"Shank 2","xbox360",77,"2012-02-08","https://www.metacritic.com/game/xbox-360/shank-2"
"Shantae and the Pirate's Curse","wiiu",85,"2014-12-25","https://www.metacritic.com/game/wii-u/shantae-and-the-pirates-curse"
"Shantae: Half-Genie Hero","wiiu",80,"2016-12-20","https://www.metacritic.com/game/wii-u/shantae-half-genie-hero"
"Shark Tale","ps2",69,"2004-09-27","https://www.metacritic.com/game/playstation-2/shark-tale"
"Shatter","ps3",86,"2009-07-23","https://www.metacritic.com/game/playstation-3/shatter"
"Shaun White Snowboarding: Road Trip","wii",78,"2008-11-16","https://www.metacritic.com/game/wii/shaun-white-snowboarding-road-trip"
"Shaun White Snowboarding: World Stage","wii",72,"2009-11-08","https://www.metacritic.com/game/wii/shaun-white-snowboarding-world-stage"
"Shenmue II","xbox",80,"2002-10-28","https://www.metacritic.com/game/xbox/shenmue-ii"
"Shift 2: Unleashed","ps3",81,"2011-03-29","https://www.metacritic.com/game/playstation-3/shift-2-unleashed"
"Shift 2: Unleashed","xbox360",82,"2011-03-29","https://www.metacritic.com/game/xbox-360/shift-2-unleashed"
"Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. the Soulless Army","ps2",74,"2006-10-10","https://www.metacritic.com/game/playstation-2/shin-megami-tensei-devil-summoner---raidou-kuzunoha-vs-the-soulless-army"
"Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon","ps2",79,"2009-05-12","https://www.metacritic.com/game/playstation-2/shin-megami-tensei-devil-summoner-2-raidou-kuzunoha-vs-king-abaddon"
"Shin Megami Tensei: Digital Devil Saga","ps2",78,"2005-04-05","https://www.metacritic.com/game/playstation-2/shin-megami-tensei-digital-devil-saga"
"Shining Force Neo","ps2",69,"2005-10-20","https://www.metacritic.com/game/playstation-2/shining-force-neo"
"Shinobi","ps2",71,"2002-11-10","https://www.metacritic.com/game/playstation-2/shinobi"
"Shiren the Wanderer","wii",71,"2010-02-09","https://www.metacritic.com/game/wii/shiren-the-wanderer"
"Shovel Knight","wiiu",88,"2014-06-26","https://www.metacritic.com/game/wii-u/shovel-knight"
"Shox","ps2",78,"2002-11-19","https://www.metacritic.com/game/playstation-2/shox"
"Shrek 2","ps2",71,"2004-04-28","https://www.metacritic.com/game/playstation-2/shrek-2"
"Shrek 2","xbox",72,"2004-04-28","https://www.metacritic.com/game/xbox/shrek-2"
"Shrek SuperSlam","xbox",71,"2005-10-25","https://www.metacritic.com/game/xbox/shrek-superslam"
"Sid Meier's Civilization Revolution","ps3",85,"2008-07-08","https://www.metacritic.com/game/playstation-3/sid-meiers-civilization-revolution"
"Sid Meier's Civilization Revolution","xbox360",84,"2008-07-08","https://www.metacritic.com/game/xbox-360/sid-meiers-civilization-revolution"
"Sid Meier's Pirates!","xbox",80,"2005-07-11","https://www.metacritic.com/game/xbox/sid-meiers-pirates!"
"Sideway: New York","ps3",73,"2011-10-11","https://www.metacritic.com/game/playstation-3/sideway-new-york"
"Silent Hill 2: Restless Dreams","xbox",84,"2001-12-20","https://www.metacritic.com/game/xbox/silent-hill-2-restless-dreams"
"Silent Hill 4: The Room","ps2",76,"2004-09-07","https://www.metacritic.com/game/playstation-2/silent-hill-4-the-room"
"Silent Hill 4: The Room","xbox",76,"2004-09-07","https://www.metacritic.com/game/xbox/silent-hill-4-the-room"
"Silent Hill HD Collection","ps3",70,"2012-03-20","https://www.metacritic.com/game/playstation-3/silent-hill-hd-collection"
"Silent Hill: Homecoming","ps3",71,"2008-09-30","https://www.metacritic.com/game/playstation-3/silent-hill-homecoming"
"Silent Hill: Origins","ps2",70,"2008-03-04","https://www.metacritic.com/game/playstation-2/silent-hill-origins"
"Silent Hill: Shattered Memories","ps2",77,"2010-01-19","https://www.metacritic.com/game/playstation-2/silent-hill-shattered-memories"
"Silent Hill: Shattered Memories","wii",79,"2009-12-08","https://www.metacritic.com/game/wii/silent-hill-shattered-memories"
"Silent Line: Armored Core","ps2",69,"2003-07-17","https://www.metacritic.com/game/playstation-2/silent-line-armored-core"
"Silent Scope Complete","xbox",69,"2004-02-10","https://www.metacritic.com/game/xbox/silent-scope-complete"
"Silpheed: The Lost Planet","ps2",72,"2001-04-23","https://www.metacritic.com/game/playstation-2/silpheed-the-lost-planet"
"Sin & Punishment: Star Successor","wii",87,"2010-06-27","https://www.metacritic.com/game/wii/sin-punishment-star-successor"
"Sine Mora","ps3",83,"2012-11-20","https://www.metacritic.com/game/playstation-3/sine-mora"
"Sine Mora","xbox360",83,"2012-03-21","https://www.metacritic.com/game/xbox-360/sine-mora"
"SiNG Party","wiiu",60,"2012-11-18","https://www.metacritic.com/game/wii-u/sing-party"
"SingStar","ps3",82,"2008-05-20","https://www.metacritic.com/game/playstation-3/singstar"
"SingStar '80s","ps2",78,"2007-09-18","https://www.metacritic.com/game/playstation-2/singstar-80s"
"SingStar '90s","ps2",73,"2008-03-18","https://www.metacritic.com/game/playstation-2/singstar-90s"
"SingStar ABBA","ps3",70,"2008-12-02","https://www.metacritic.com/game/playstation-3/singstar-abba"
"SingStar Amped","ps2",76,"2007-09-18","https://www.metacritic.com/game/playstation-2/singstar-amped"
"SingStar Country","ps2",75,"2008-10-28","https://www.metacritic.com/game/playstation-2/singstar-country"
"SingStar Legends","ps2",76,"2008-11-04","https://www.metacritic.com/game/playstation-2/singstar-legends"
"SingStar Pop","ps2",73,"2007-04-03","https://www.metacritic.com/game/playstation-2/singstar-pop"
"SingStar Pop Vol. 2","ps2",70,"2008-09-23","https://www.metacritic.com/game/playstation-2/singstar-pop-vol-2"
"SingStar Queen","ps2",73,"2009-08-04","https://www.metacritic.com/game/playstation-2/singstar-queen"
"SingStar Queen","ps3",74,"2009-08-04","https://www.metacritic.com/game/playstation-3/singstar-queen"
"SingStar Rocks!","ps2",69,"2006-11-14","https://www.metacritic.com/game/playstation-2/singstar-rocks!"
"SingStar Vol. 2","ps3",76,"2008-10-28","https://www.metacritic.com/game/playstation-3/singstar-vol-2"
"Singularity","ps3",77,"2010-06-29","https://www.metacritic.com/game/playstation-3/singularity"
"Siren","ps2",72,"2004-04-20","https://www.metacritic.com/game/playstation-2/siren"
"SIREN: Blood Curse","ps3",78,"2008-07-24","https://www.metacritic.com/game/playstation-3/siren-blood-curse"
"Skate","ps3",85,"2007-09-24","https://www.metacritic.com/game/playstation-3/skate"
"Skate","xbox360",86,"2007-09-14","https://www.metacritic.com/game/xbox-360/skate"
"Skate 2","ps3",84,"2009-01-21","https://www.metacritic.com/game/playstation-3/skate-2"
"Skate 2","xbox360",84,"2009-01-21","https://www.metacritic.com/game/xbox-360/skate-2"
"Skate 3","ps3",80,"2010-05-11","https://www.metacritic.com/game/playstation-3/skate-3"
"Skate 3","xbox360",80,"2010-05-11","https://www.metacritic.com/game/xbox-360/skate-3"
"Skate It","wii",70,"2008-11-19","https://www.metacritic.com/game/wii/skate-it"
"Skullgirls","ps3",82,"2012-04-10","https://www.metacritic.com/game/playstation-3/skullgirls"
"Skullgirls","xbox360",78,"2012-04-11","https://www.metacritic.com/game/xbox-360/skullgirls"
"Skulls of the Shogun","xbox360",81,"2013-01-30","https://www.metacritic.com/game/xbox-360/skulls-of-the-shogun"
"Sky Odyssey","ps2",79,"2000-11-15","https://www.metacritic.com/game/playstation-2/sky-odyssey"
"SkyDrift","ps3",76,"2011-09-06","https://www.metacritic.com/game/playstation-3/skydrift"
"SkyGunner","ps2",75,"2002-06-24","https://www.metacritic.com/game/playstation-2/skygunner"
"Skylanders Giants","ps3",77,"2012-10-21","https://www.metacritic.com/game/playstation-3/skylanders-giants"
"Skylanders Giants","wii",78,"2012-10-21","https://www.metacritic.com/game/wii/skylanders-giants"
"Skylanders Giants","wiiu",80,"2012-11-18","https://www.metacritic.com/game/wii-u/skylanders-giants"
"Skylanders Giants","xbox360",80,"2012-10-21","https://www.metacritic.com/game/xbox-360/skylanders-giants"
"Skylanders SuperChargers","wiiu",87,"2015-09-20","https://www.metacritic.com/game/wii-u/skylanders-superchargers"
"Skylanders Swap Force","ps3",83,"2013-10-13","https://www.metacritic.com/game/playstation-3/skylanders-swap-force"
"Skylanders Swap Force","wiiu",89,"2013-10-13","https://www.metacritic.com/game/wii-u/skylanders-swap-force"
"Skylanders Swap Force","xbox360",83,"2013-10-13","https://www.metacritic.com/game/xbox-360/skylanders-swap-force"
"Skylanders: Spyro's Adventure","ps3",77,"2011-10-16","https://www.metacritic.com/game/playstation-3/skylanders-spyros-adventure"
"Skylanders: Spyro's Adventure","wii",81,"2011-10-16","https://www.metacritic.com/game/wii/skylanders-spyros-adventure"
"Skylanders: Spyro's Adventure","xbox360",78,"2011-10-16","https://www.metacritic.com/game/xbox-360/skylanders-spyros-adventure"
"Sled Storm","ps2",73,"2002-03-11","https://www.metacritic.com/game/playstation-2/sled-storm"
"Sleeping Dogs","ps3",83,"2012-08-14","https://www.metacritic.com/game/playstation-3/sleeping-dogs"
"Sleeping Dogs","xbox360",80,"2012-08-14","https://www.metacritic.com/game/xbox-360/sleeping-dogs"
"Sly Cooper: Thieves in Time","ps3",75,"2013-02-05","https://www.metacritic.com/game/playstation-3/sly-cooper-thieves-in-time"
"Smash Court Tennis Pro Tournament","ps2",73,"2002-03-20","https://www.metacritic.com/game/playstation-2/smash-court-tennis-pro-tournament"
"Smash Court Tennis Pro Tournament 2","ps2",74,"2004-06-08","https://www.metacritic.com/game/playstation-2/smash-court-tennis-pro-tournament-2"
"Smuggler's Run 2: Hostile Territory","ps2",77,"2001-10-30","https://www.metacritic.com/game/playstation-2/smugglers-run-2-hostile-territory"
"Sniper Elite","ps2",76,"2005-10-18","https://www.metacritic.com/game/playstation-2/sniper-elite"
"Sniper Elite","xbox",77,"2005-10-18","https://www.metacritic.com/game/xbox/sniper-elite"
"Sniper Elite V2","ps3",70,"2012-05-02","https://www.metacritic.com/game/playstation-3/sniper-elite-v2"
"SNK Arcade Classics Vol. 1","ps2",69,"2008-05-05","https://www.metacritic.com/game/playstation-2/snk-arcade-classics-vol-1"
"SNK Arcade Classics Vol. 1","wii",73,"2008-07-29","https://www.metacritic.com/game/wii/snk-arcade-classics-vol-1"
"Snoopy Flying Ace","xbox360",80,"2010-06-02","https://www.metacritic.com/game/xbox-360/snoopy-flying-ace"
"Snoopy vs. the Red Baron","ps2",73,"2006-10-24","https://www.metacritic.com/game/playstation-2/snoopy-vs-the-red-baron"
"SOCOM: U.S. Navy Seals: Combined Assault","ps2",72,"2006-11-07","https://www.metacritic.com/game/playstation-2/socom-us-navy-seals-combined-assault"
"Soldner-X 2: Final Prototype","ps3",77,"2010-05-25","https://www.metacritic.com/game/playstation-3/soldner-x-2-final-prototype"
"Sonic & All-Stars Racing Transformed","ps3",82,"2012-11-18","https://www.metacritic.com/game/playstation-3/sonic-all-stars-racing-transformed"
"Sonic & All-Stars Racing Transformed","wiiu",78,"2012-11-18","https://www.metacritic.com/game/wii-u/sonic-all-stars-racing-transformed"
"Sonic & All-Stars Racing Transformed","xbox360",82,"2012-11-18","https://www.metacritic.com/game/xbox-360/sonic-all-stars-racing-transformed"
"Sonic & Sega All-Stars Racing","ps3",77,"2010-02-23","https://www.metacritic.com/game/playstation-3/sonic-sega-all-stars-racing"
"Sonic & Sega All-Stars Racing","wii",78,"2010-02-23","https://www.metacritic.com/game/wii/sonic-sega-all-stars-racing"
"Sonic Boom: Rise of Lyric","wiiu",32,"2014-11-11","https://www.metacritic.com/game/wii-u/sonic-boom-rise-of-lyric"
"Sonic CD","ps3",80,"2011-12-20","https://www.metacritic.com/game/playstation-3/sonic-cd"
"Sonic CD","xbox360",82,"2011-12-14","https://www.metacritic.com/game/xbox-360/sonic-cd"
"Sonic Colors","wii",78,"2010-11-16","https://www.metacritic.com/game/wii/sonic-colors"
"Sonic Generations","ps3",76,"2011-11-01","https://www.metacritic.com/game/playstation-3/sonic-generations"
"Sonic Generations","xbox360",77,"2011-11-01","https://www.metacritic.com/game/xbox-360/sonic-generations"
"Sonic Heroes","xbox",73,"2004-01-27","https://www.metacritic.com/game/xbox/sonic-heroes"
"Sonic Mega Collection Plus","ps2",73,"2004-11-02","https://www.metacritic.com/game/playstation-2/sonic-mega-collection-plus"
"Sonic Mega Collection Plus","xbox",75,"2004-11-02","https://www.metacritic.com/game/xbox/sonic-mega-collection-plus"
"Sonic the Hedgehog (Live Arcade)","xbox360",77,"2007-07-11","https://www.metacritic.com/game/xbox-360/sonic-the-hedgehog-live-arcade"
"Sonic the Hedgehog 2","xbox360",82,"2007-09-12","https://www.metacritic.com/game/xbox-360/sonic-the-hedgehog-2"
"Sonic the Hedgehog 4: Episode I","ps3",74,"2010-10-12","https://www.metacritic.com/game/playstation-3/sonic-the-hedgehog-4-episode-i"
"Sonic the Hedgehog 4: Episode I","wii",81,"2010-10-11","https://www.metacritic.com/game/wii/sonic-the-hedgehog-4-episode-i"
"Sonic's Ultimate Genesis Collection","ps3",80,"2009-02-10","https://www.metacritic.com/game/playstation-3/sonics-ultimate-genesis-collection"
"Sonic's Ultimate Genesis Collection","xbox360",79,"2009-02-10","https://www.metacritic.com/game/xbox-360/sonics-ultimate-genesis-collection"
"Sonic: Lost World","wiiu",63,"2013-10-29","https://www.metacritic.com/game/wii-u/sonic-lost-world"
